Vrid,act,basin,part,days_water
1000,wildlife,gunnison,Unchecked,
1001,wildlife,gunnison,Unchecked,
1009,wildlife,gunnison,Unchecked,
1013,wildlife,gunnison,Checked,1
1018,wildlife,gunnison,Unchecked,
1033,wildlife,gunnison,Unchecked,
1036,wildlife,gunnison,Unchecked,
1039,wildlife,gunnison,Checked,1
1043,wildlife,gunnison,Unchecked,
1045,wildlife,gunnison,Unchecked,
1052,wildlife,gunnison,Unchecked,
1056,wildlife,gunnison,Unchecked,
1062,wildlife,gunnison,Unchecked,
1064,wildlife,gunnison,Unchecked,
1065,wildlife,gunnison,Unchecked,
1068,wildlife,gunnison,Unchecked,
1071,wildlife,gunnison,Unchecked,
1074,wildlife,gunnison,Unchecked,
1076,wildlife,gunnison,Checked,5
1086,wildlife,gunnison,Unchecked,
1088,wildlife,gunnison,Unchecked,
1090,wildlife,gunnison,Unchecked,
1094,wildlife,gunnison,Unchecked,
1103,wildlife,gunnison,Unchecked,
1104,wildlife,gunnison,Unchecked,
1108,wildlife,gunnison,Unchecked,
1110,wildlife,gunnison,Unchecked,
1121,wildlife,gunnison,Unchecked,
1123,wildlife,gunnison,Unchecked,
1129,wildlife,gunnison,Unchecked,
1130,wildlife,gunnison,Unchecked,
1132,wildlife,gunnison,Unchecked,
1133,wildlife,gunnison,Unchecked,
1136,wildlife,gunnison,Unchecked,
1139,wildlife,gunnison,Unchecked,
1145,wildlife,gunnison,Checked,3
1151,wildlife,gunnison,Unchecked,
1152,wildlife,gunnison,Unchecked,
1156,wildlife,gunnison,Checked,2
1159,wildlife,gunnison,Unchecked,
1163,wildlife,gunnison,Unchecked,
1168,wildlife,gunnison,Unchecked,
1172,wildlife,gunnison,Unchecked,
1173,wildlife,gunnison,Unchecked,
1176,wildlife,gunnison,Checked,2
1182,wildlife,gunnison,Checked,
1186,wildlife,gunnison,Unchecked,
1190,wildlife,gunnison,Unchecked,
1191,wildlife,gunnison,Unchecked,
1195,wildlife,gunnison,Unchecked,
1201,wildlife,gunnison,Unchecked,
1207,wildlife,gunnison,Checked,1
1215,wildlife,gunnison,Unchecked,
1219,wildlife,gunnison,Unchecked,
1221,wildlife,gunnison,Checked,5
1226,wildlife,gunnison,Unchecked,
1228,wildlife,gunnison,Unchecked,
1231,wildlife,gunnison,Unchecked,
1232,wildlife,gunnison,Unchecked,
1236,wildlife,gunnison,Unchecked,
1237,wildlife,gunnison,Unchecked,
1239,wildlife,gunnison,Unchecked,
1248,wildlife,gunnison,Unchecked,
1250,wildlife,gunnison,Checked,1
1266,wildlife,gunnison,Unchecked,
1268,wildlife,gunnison,Unchecked,
1273,wildlife,gunnison,Unchecked,
1278,wildlife,gunnison,Unchecked,
1279,wildlife,gunnison,Checked,2
1289,wildlife,gunnison,Unchecked,
1297,wildlife,gunnison,Unchecked,
1299,wildlife,gunnison,Unchecked,
1303,wildlife,gunnison,Unchecked,
1308,wildlife,gunnison,Unchecked,
1309,wildlife,gunnison,Unchecked,
1316,wildlife,gunnison,Checked,1
1321,wildlife,gunnison,Checked,3
1323,wildlife,gunnison,Unchecked,
1327,wildlife,gunnison,Unchecked,
1332,wildlife,gunnison,Unchecked,
1336,wildlife,gunnison,Checked,7
1337,wildlife,gunnison,Unchecked,
1340,wildlife,gunnison,Unchecked,
1343,wildlife,gunnison,Unchecked,
1345,wildlife,gunnison,Unchecked,
1349,wildlife,gunnison,Unchecked,
1352,wildlife,gunnison,Unchecked,
1353,wildlife,gunnison,Unchecked,
1359,wildlife,gunnison,Unchecked,
1361,wildlife,gunnison,Unchecked,
1364,wildlife,gunnison,Unchecked,
1365,wildlife,gunnison,Checked,1
1367,wildlife,gunnison,Unchecked,
1371,wildlife,gunnison,Unchecked,
1375,wildlife,gunnison,Unchecked,
1378,wildlife,gunnison,Unchecked,
1379,wildlife,gunnison,Unchecked,
1380,wildlife,gunnison,Unchecked,
1387,wildlife,gunnison,Unchecked,
1394,wildlife,gunnison,Unchecked,
1405,wildlife,gunnison,Unchecked,
1414,wildlife,gunnison,Unchecked,
1418,wildlife,gunnison,Unchecked,
1422,wildlife,gunnison,Unchecked,
1427,wildlife,gunnison,Unchecked,
1430,wildlife,gunnison,Unchecked,
1433,wildlife,gunnison,Checked,1
1439,wildlife,gunnison,Checked,1
1440,wildlife,gunnison,Unchecked,
1445,wildlife,gunnison,Unchecked,
1448,wildlife,gunnison,Unchecked,
1451,wildlife,gunnison,Unchecked,
1464,wildlife,gunnison,Unchecked,
1465,wildlife,gunnison,Unchecked,
1466,wildlife,gunnison,Unchecked,
1470,wildlife,gunnison,Unchecked,
104,wildlife,metro,Unchecked,
108,wildlife,metro,Unchecked,
110,wildlife,metro,Unchecked,
112,wildlife,metro,Unchecked,
115,wildlife,metro,Unchecked,
119,wildlife,metro,Unchecked,
127,wildlife,metro,Unchecked,
128,wildlife,metro,Unchecked,
129,wildlife,metro,Unchecked,
132,wildlife,metro,Unchecked,
143,wildlife,metro,Unchecked,
145,wildlife,metro,Checked,5
150,wildlife,metro,Unchecked,
157,wildlife,metro,Unchecked,
162,wildlife,metro,Unchecked,
167,wildlife,metro,Unchecked,
170,wildlife,metro,Unchecked,
171,wildlife,metro,Unchecked,
175,wildlife,metro,Unchecked,
178,wildlife,metro,Unchecked,
181,wildlife,metro,Unchecked,
187,wildlife,metro,Checked,2
189,wildlife,metro,Unchecked,
193,wildlife,metro,Unchecked,
195,wildlife,metro,Unchecked,
196,wildlife,metro,Checked,3
198,wildlife,metro,Unchecked,
203,wildlife,metro,Unchecked,
205,wildlife,metro,Unchecked,
208,wildlife,metro,Unchecked,
209,wildlife,metro,Unchecked,
210,wildlife,metro,Unchecked,
214,wildlife,metro,Checked,15
217,wildlife,metro,Unchecked,
221,wildlife,metro,Unchecked,
230,wildlife,metro,Checked,95
231,wildlife,metro,Checked,4
238,wildlife,metro,Checked,1
240,wildlife,metro,Unchecked,
241,wildlife,metro,Unchecked,
243,wildlife,metro,Checked,0
246,wildlife,metro,Unchecked,
247,wildlife,metro,Unchecked,
249,wildlife,metro,Unchecked,
252,wildlife,metro,Unchecked,
253,wildlife,metro,Unchecked,
255,wildlife,metro,Unchecked,
262,wildlife,metro,Checked,7
264,wildlife,metro,Unchecked,
265,wildlife,metro,Checked,90
271,wildlife,metro,Checked,
274,wildlife,metro,Checked,3
276,wildlife,metro,Unchecked,
288,wildlife,metro,Checked,1
289,wildlife,metro,Unchecked,
290,wildlife,metro,Unchecked,
292,wildlife,metro,Checked,5
295,wildlife,metro,Unchecked,
297,wildlife,metro,Checked,0
299,wildlife,metro,Unchecked,
301,wildlife,metro,Unchecked,
304,wildlife,metro,Unchecked,
308,wildlife,metro,Unchecked,
309,wildlife,metro,Unchecked,
314,wildlife,metro,Unchecked,
318,wildlife,metro,Unchecked,
328,wildlife,metro,Checked,13
329,wildlife,metro,Unchecked,
330,wildlife,metro,Unchecked,
335,wildlife,metro,Unchecked,
337,wildlife,metro,Checked,0
340,wildlife,metro,Checked,6
341,wildlife,metro,Checked,60
342,wildlife,metro,Unchecked,
343,wildlife,metro,Unchecked,
348,wildlife,metro,Unchecked,
349,wildlife,metro,Unchecked,
351,wildlife,metro,Unchecked,
352,wildlife,metro,Unchecked,
353,wildlife,metro,Unchecked,
354,wildlife,metro,Unchecked,
355,wildlife,metro,Unchecked,
358,wildlife,metro,Unchecked,
366,wildlife,metro,Checked,0
373,wildlife,metro,Unchecked,
380,wildlife,metro,Unchecked,
382,wildlife,metro,Unchecked,
384,wildlife,metro,Unchecked,
387,wildlife,metro,Unchecked,
390,wildlife,metro,Unchecked,
400,wildlife,metro,Unchecked,
404,wildlife,metro,Unchecked,
406,wildlife,metro,Unchecked,
410,wildlife,metro,Unchecked,
411,wildlife,metro,Unchecked,
415,wildlife,metro,Unchecked,
417,wildlife,metro,Unchecked,
420,wildlife,metro,Unchecked,
430,wildlife,metro,Checked,5
438,wildlife,metro,Unchecked,
443,wildlife,metro,Unchecked,
445,wildlife,metro,Unchecked,
447,wildlife,metro,Unchecked,
448,wildlife,metro,Unchecked,
449,wildlife,metro,Unchecked,
455,wildlife,metro,Unchecked,
457,wildlife,metro,Checked,3
459,wildlife,metro,Unchecked,
461,wildlife,metro,Unchecked,
462,wildlife,metro,Unchecked,
472,wildlife,metro,Unchecked,
474,wildlife,metro,Unchecked,
482,wildlife,metro,Unchecked,
484,wildlife,metro,Checked,6
489,wildlife,metro,Unchecked,
490,wildlife,metro,Checked,1
492,wildlife,metro,Unchecked,
500,wildlife,metro,Unchecked,
501,wildlife,metro,Unchecked,
502,wildlife,metro,Unchecked,
504,wildlife,metro,Unchecked,
508,wildlife,metro,Unchecked,
511,wildlife,metro,Unchecked,
512,wildlife,metro,Unchecked,
526,wildlife,metro,Checked,2
530,wildlife,metro,Checked,1
532,wildlife,metro,Checked,3
534,wildlife,metro,Unchecked,
538,wildlife,metro,Unchecked,
546,wildlife,metro,Unchecked,
547,wildlife,metro,Unchecked,
549,wildlife,metro,Unchecked,
551,wildlife,metro,Unchecked,
552,wildlife,metro,Unchecked,
554,wildlife,metro,Unchecked,
555,wildlife,metro,Unchecked,
568,wildlife,metro,Unchecked,
570,wildlife,metro,Checked,2
572,wildlife,metro,Checked,4
574,wildlife,metro,Unchecked,
581,wildlife,metro,Checked,50
583,wildlife,metro,Checked,1
585,wildlife,metro,Checked,1
589,wildlife,metro,Checked,10
590,wildlife,metro,Checked,1
597,wildlife,metro,Unchecked,
610,wildlife,metro,Checked,3
617,wildlife,metro,Unchecked,
618,wildlife,metro,Unchecked,
631,wildlife,metro,Unchecked,
634,wildlife,metro,Unchecked,
639,wildlife,metro,Unchecked,
640,wildlife,metro,Unchecked,
644,wildlife,metro,Unchecked,
646,wildlife,metro,Unchecked,
647,wildlife,metro,Unchecked,
651,wildlife,metro,Unchecked,
657,wildlife,metro,Unchecked,
659,wildlife,metro,Checked,5
661,wildlife,metro,Checked,2
662,wildlife,metro,Unchecked,
665,wildlife,metro,Unchecked,
666,wildlife,metro,Unchecked,
676,wildlife,metro,Checked,5
685,wildlife,metro,Unchecked,
686,wildlife,metro,Unchecked,
691,wildlife,metro,Unchecked,
695,wildlife,metro,Unchecked,
698,wildlife,metro,Checked,1
703,wildlife,metro,Unchecked,
704,wildlife,metro,Unchecked,
711,wildlife,metro,Unchecked,
715,wildlife,metro,Unchecked,
717,wildlife,metro,Unchecked,
719,wildlife,metro,Unchecked,
720,wildlife,metro,Unchecked,
722,wildlife,metro,Unchecked,
723,wildlife,metro,Unchecked,
731,wildlife,metro,Unchecked,
738,wildlife,metro,Checked,1
739,wildlife,metro,Unchecked,
741,wildlife,metro,Checked,5
742,wildlife,metro,Unchecked,
745,wildlife,metro,Unchecked,
746,wildlife,metro,Unchecked,
750,wildlife,metro,Unchecked,
752,wildlife,metro,Unchecked,
758,wildlife,metro,Unchecked,
761,wildlife,metro,Checked,5
763,wildlife,metro,Checked,10
769,wildlife,metro,Unchecked,
770,wildlife,metro,Unchecked,
773,wildlife,metro,Unchecked,
782,wildlife,metro,Unchecked,
783,wildlife,metro,Unchecked,
788,wildlife,metro,Unchecked,
790,wildlife,metro,Unchecked,
792,wildlife,metro,Unchecked,
808,wildlife,metro,Checked,1
810,wildlife,metro,Unchecked,
814,wildlife,metro,Unchecked,
819,wildlife,metro,Unchecked,
823,wildlife,metro,Unchecked,
828,wildlife,metro,Unchecked,
829,wildlife,metro,Unchecked,
832,wildlife,metro,Unchecked,
834,wildlife,metro,Unchecked,
835,wildlife,metro,Unchecked,
837,wildlife,metro,Checked,1
841,wildlife,metro,Unchecked,
847,wildlife,metro,Unchecked,
853,wildlife,metro,Unchecked,
856,wildlife,metro,Checked,6
858,wildlife,metro,Unchecked,
860,wildlife,metro,Unchecked,
861,wildlife,metro,Unchecked,
867,wildlife,metro,Unchecked,
873,wildlife,metro,Unchecked,
879,wildlife,metro,Unchecked,
880,wildlife,metro,Unchecked,
884,wildlife,metro,Unchecked,
890,wildlife,metro,Checked,1
891,wildlife,metro,Checked,4
895,wildlife,metro,Unchecked,
897,wildlife,metro,Checked,1
901,wildlife,metro,Unchecked,
903,wildlife,metro,Checked,3
906,wildlife,metro,Unchecked,
908,wildlife,metro,Unchecked,
909,wildlife,metro,Unchecked,
915,wildlife,metro,Checked,15
917,wildlife,metro,Checked,3
920,wildlife,metro,Checked,10
921,wildlife,metro,Unchecked,
927,wildlife,metro,Unchecked,
929,wildlife,metro,Unchecked,
930,wildlife,metro,Unchecked,
932,wildlife,metro,Checked,28
938,wildlife,metro,Unchecked,
940,wildlife,metro,Unchecked,
941,wildlife,metro,Checked,1
947,wildlife,metro,Unchecked,
949,wildlife,metro,Checked,20
951,wildlife,metro,Checked,10
953,wildlife,metro,Unchecked,
954,wildlife,metro,Checked,1
955,wildlife,metro,Unchecked,
957,wildlife,metro,Unchecked,
961,wildlife,metro,Unchecked,
964,wildlife,metro,Unchecked,
965,wildlife,metro,Unchecked,
969,wildlife,metro,Unchecked,
973,wildlife,metro,Unchecked,
980,wildlife,metro,Unchecked,
991,wildlife,metro,Checked,6
997,wildlife,metro,Unchecked,
1000,wildlife,metro,Checked,1
1001,wildlife,metro,Checked,10
1009,wildlife,metro,Unchecked,
1013,wildlife,metro,Checked,
1018,wildlife,metro,Unchecked,
1033,wildlife,metro,Unchecked,
1036,wildlife,metro,Unchecked,
1039,wildlife,metro,Checked,2
1043,wildlife,metro,Unchecked,
1045,wildlife,metro,Unchecked,
1052,wildlife,metro,Unchecked,
1056,wildlife,metro,Unchecked,
1062,wildlife,metro,Checked,3
1064,wildlife,metro,Unchecked,
1065,wildlife,metro,Checked,25
1068,wildlife,metro,Unchecked,
1071,wildlife,metro,Unchecked,
1074,wildlife,metro,Unchecked,
1076,wildlife,metro,Unchecked,
1086,wildlife,metro,Unchecked,
1088,wildlife,metro,Unchecked,
1090,wildlife,metro,Unchecked,
1094,wildlife,metro,Unchecked,
1103,wildlife,metro,Checked,3
1104,wildlife,metro,Unchecked,
1108,wildlife,metro,Checked,1
1110,wildlife,metro,Unchecked,
1121,wildlife,metro,Unchecked,
1123,wildlife,metro,Unchecked,
1129,wildlife,metro,Unchecked,
1130,wildlife,metro,Unchecked,
1132,wildlife,metro,Unchecked,
1133,wildlife,metro,Unchecked,
1136,wildlife,metro,Unchecked,
1139,wildlife,metro,Checked,6
1145,wildlife,metro,Checked,1
1151,wildlife,metro,Unchecked,
1152,wildlife,metro,Unchecked,
1156,wildlife,metro,Unchecked,
1159,wildlife,metro,Unchecked,
1163,wildlife,metro,Checked,10
1168,wildlife,metro,Unchecked,
1172,wildlife,metro,Unchecked,
1173,wildlife,metro,Unchecked,
1176,wildlife,metro,Checked,20
1182,wildlife,metro,Checked,
1186,wildlife,metro,Checked,15
1190,wildlife,metro,Unchecked,
1191,wildlife,metro,Unchecked,
1195,wildlife,metro,Unchecked,
1201,wildlife,metro,Unchecked,
1207,wildlife,metro,Unchecked,
1215,wildlife,metro,Checked,2
1219,wildlife,metro,Unchecked,
1221,wildlife,metro,Unchecked,
1226,wildlife,metro,Unchecked,
1228,wildlife,metro,Unchecked,
1231,wildlife,metro,Checked,20
1232,wildlife,metro,Unchecked,
1236,wildlife,metro,Checked,4
1237,wildlife,metro,Unchecked,
1239,wildlife,metro,Checked,1
1248,wildlife,metro,Checked,1
1250,wildlife,metro,Checked,0
1266,wildlife,metro,Checked,1
1268,wildlife,metro,Unchecked,
1273,wildlife,metro,Checked,5
1278,wildlife,metro,Unchecked,
1279,wildlife,metro,Unchecked,
1289,wildlife,metro,Checked,1
1297,wildlife,metro,Unchecked,
1299,wildlife,metro,Unchecked,
1303,wildlife,metro,Unchecked,
1308,wildlife,metro,Checked,0
1309,wildlife,metro,Unchecked,
1316,wildlife,metro,Unchecked,
1321,wildlife,metro,Unchecked,
1323,wildlife,metro,Unchecked,
1327,wildlife,metro,Unchecked,
1332,wildlife,metro,Checked,60
1336,wildlife,metro,Unchecked,
1337,wildlife,metro,Unchecked,
1340,wildlife,metro,Unchecked,
1343,wildlife,metro,Unchecked,
1345,wildlife,metro,Unchecked,
1349,wildlife,metro,Unchecked,
1352,wildlife,metro,Checked,0
1353,wildlife,metro,Unchecked,
1359,wildlife,metro,Checked,0
1361,wildlife,metro,Checked,110
1364,wildlife,metro,Unchecked,
1365,wildlife,metro,Unchecked,
1367,wildlife,metro,Unchecked,
1371,wildlife,metro,Unchecked,
1375,wildlife,metro,Unchecked,
1378,wildlife,metro,Unchecked,
1379,wildlife,metro,Unchecked,
1380,wildlife,metro,Unchecked,
1387,wildlife,metro,Unchecked,
1394,wildlife,metro,Unchecked,
1405,wildlife,metro,Unchecked,
1414,wildlife,metro,Unchecked,
1418,wildlife,metro,Unchecked,
1422,wildlife,metro,Unchecked,
1427,wildlife,metro,Unchecked,
1430,wildlife,metro,Unchecked,
1433,wildlife,metro,Unchecked,
1439,wildlife,metro,Checked,12
1440,wildlife,metro,Unchecked,
1445,wildlife,metro,Unchecked,
1448,wildlife,metro,Unchecked,
1451,wildlife,metro,Unchecked,
1464,wildlife,metro,Unchecked,
1465,wildlife,metro,Unchecked,
1466,wildlife,metro,Unchecked,
1470,wildlife,metro,Unchecked,
104,wildlife,n platte,Checked,10
108,wildlife,n platte,Unchecked,
110,wildlife,n platte,Unchecked,
112,wildlife,n platte,Unchecked,
115,wildlife,n platte,Unchecked,
119,wildlife,n platte,Unchecked,
127,wildlife,n platte,Unchecked,
128,wildlife,n platte,Unchecked,
129,wildlife,n platte,Unchecked,
132,wildlife,n platte,Unchecked,
143,wildlife,n platte,Unchecked,
145,wildlife,n platte,Unchecked,
150,wildlife,n platte,Unchecked,
157,wildlife,n platte,Unchecked,
162,wildlife,n platte,Unchecked,
167,wildlife,n platte,Unchecked,
170,wildlife,n platte,Unchecked,
171,wildlife,n platte,Unchecked,
175,wildlife,n platte,Unchecked,
178,wildlife,n platte,Checked,4
181,wildlife,n platte,Unchecked,
187,wildlife,n platte,Checked,2
189,wildlife,n platte,Unchecked,
193,wildlife,n platte,Unchecked,
195,wildlife,n platte,Unchecked,
196,wildlife,n platte,Unchecked,
198,wildlife,n platte,Checked,2
203,wildlife,n platte,Unchecked,
205,wildlife,n platte,Unchecked,
208,wildlife,n platte,Unchecked,
209,wildlife,n platte,Unchecked,
210,wildlife,n platte,Unchecked,
214,wildlife,n platte,Unchecked,
217,wildlife,n platte,Unchecked,
221,wildlife,n platte,Unchecked,
230,wildlife,n platte,Unchecked,
231,wildlife,n platte,Unchecked,
238,wildlife,n platte,Unchecked,
240,wildlife,n platte,Unchecked,
241,wildlife,n platte,Unchecked,
243,wildlife,n platte,Unchecked,
246,wildlife,n platte,Unchecked,
247,wildlife,n platte,Unchecked,
249,wildlife,n platte,Checked,3
252,wildlife,n platte,Unchecked,
253,wildlife,n platte,Checked,1
255,wildlife,n platte,Checked,2
262,wildlife,n platte,Unchecked,
264,wildlife,n platte,Unchecked,
265,wildlife,n platte,Unchecked,
271,wildlife,n platte,Unchecked,
274,wildlife,n platte,Unchecked,
276,wildlife,n platte,Unchecked,
288,wildlife,n platte,Unchecked,
289,wildlife,n platte,Unchecked,
290,wildlife,n platte,Unchecked,
292,wildlife,n platte,Unchecked,
295,wildlife,n platte,Checked,5
297,wildlife,n platte,Unchecked,
299,wildlife,n platte,Unchecked,
301,wildlife,n platte,Unchecked,
304,wildlife,n platte,Unchecked,
308,wildlife,n platte,Unchecked,
309,wildlife,n platte,Unchecked,
314,wildlife,n platte,Checked,5
318,wildlife,n platte,Unchecked,
328,wildlife,n platte,Unchecked,
329,wildlife,n platte,Unchecked,
330,wildlife,n platte,Unchecked,
335,wildlife,n platte,Unchecked,
337,wildlife,n platte,Unchecked,
340,wildlife,n platte,Checked,10
341,wildlife,n platte,Unchecked,
342,wildlife,n platte,Unchecked,
343,wildlife,n platte,Unchecked,
348,wildlife,n platte,Unchecked,
349,wildlife,n platte,Unchecked,
351,wildlife,n platte,Unchecked,
352,wildlife,n platte,Unchecked,
353,wildlife,n platte,Unchecked,
354,wildlife,n platte,Unchecked,
355,wildlife,n platte,Unchecked,
358,wildlife,n platte,Unchecked,
366,wildlife,n platte,Unchecked,
373,wildlife,n platte,Unchecked,
380,wildlife,n platte,Unchecked,
382,wildlife,n platte,Unchecked,
384,wildlife,n platte,Unchecked,
387,wildlife,n platte,Unchecked,
390,wildlife,n platte,Unchecked,
400,wildlife,n platte,Unchecked,
404,wildlife,n platte,Unchecked,
406,wildlife,n platte,Unchecked,
410,wildlife,n platte,Unchecked,
411,wildlife,n platte,Unchecked,
415,wildlife,n platte,Unchecked,
417,wildlife,n platte,Checked,6
420,wildlife,n platte,Unchecked,
430,wildlife,n platte,Unchecked,
438,wildlife,n platte,Unchecked,
443,wildlife,n platte,Unchecked,
445,wildlife,n platte,Unchecked,
447,wildlife,n platte,Unchecked,
448,wildlife,n platte,Unchecked,
449,wildlife,n platte,Unchecked,
455,wildlife,n platte,Unchecked,
457,wildlife,n platte,Unchecked,
459,wildlife,n platte,Unchecked,
461,wildlife,n platte,Unchecked,
462,wildlife,n platte,Unchecked,
472,wildlife,n platte,Unchecked,
474,wildlife,n platte,Unchecked,
482,wildlife,n platte,Unchecked,
484,wildlife,n platte,Unchecked,
489,wildlife,n platte,Checked,5
490,wildlife,n platte,Unchecked,
492,wildlife,n platte,Unchecked,
500,wildlife,n platte,Unchecked,
501,wildlife,n platte,Unchecked,
502,wildlife,n platte,Unchecked,
504,wildlife,n platte,Unchecked,
508,wildlife,n platte,Unchecked,
511,wildlife,n platte,Unchecked,
512,wildlife,n platte,Unchecked,
526,wildlife,n platte,Unchecked,
530,wildlife,n platte,Unchecked,
532,wildlife,n platte,Unchecked,
534,wildlife,n platte,Unchecked,
538,wildlife,n platte,Unchecked,
546,wildlife,n platte,Unchecked,
547,wildlife,n platte,Unchecked,
549,wildlife,n platte,Unchecked,
551,wildlife,n platte,Unchecked,
552,wildlife,n platte,Unchecked,
554,wildlife,n platte,Unchecked,
555,wildlife,n platte,Checked,0
568,wildlife,n platte,Unchecked,
570,wildlife,n platte,Unchecked,
572,wildlife,n platte,Unchecked,
574,wildlife,n platte,Checked,3
581,wildlife,n platte,Checked,40
583,wildlife,n platte,Unchecked,
585,wildlife,n platte,Unchecked,
589,wildlife,n platte,Checked,5
590,wildlife,n platte,Unchecked,
597,wildlife,n platte,Unchecked,
610,wildlife,n platte,Unchecked,
617,wildlife,n platte,Unchecked,
618,wildlife,n platte,Unchecked,
631,wildlife,n platte,Unchecked,
634,wildlife,n platte,Unchecked,
639,wildlife,n platte,Unchecked,
640,wildlife,n platte,Unchecked,
644,wildlife,n platte,Unchecked,
646,wildlife,n platte,Unchecked,
647,wildlife,n platte,Unchecked,
651,wildlife,n platte,Checked,1
657,wildlife,n platte,Unchecked,
659,wildlife,n platte,Unchecked,
661,wildlife,n platte,Unchecked,
662,wildlife,n platte,Unchecked,
665,wildlife,n platte,Unchecked,
666,wildlife,n platte,Checked,5
676,wildlife,n platte,Unchecked,
685,wildlife,n platte,Unchecked,
686,wildlife,n platte,Unchecked,
691,wildlife,n platte,Unchecked,
695,wildlife,n platte,Unchecked,
698,wildlife,n platte,Unchecked,
703,wildlife,n platte,Unchecked,
704,wildlife,n platte,Unchecked,
711,wildlife,n platte,Unchecked,
715,wildlife,n platte,Unchecked,
717,wildlife,n platte,Unchecked,
719,wildlife,n platte,Unchecked,
720,wildlife,n platte,Unchecked,
722,wildlife,n platte,Unchecked,
723,wildlife,n platte,Unchecked,
731,wildlife,n platte,Unchecked,
738,wildlife,n platte,Unchecked,
739,wildlife,n platte,Unchecked,
741,wildlife,n platte,Unchecked,
742,wildlife,n platte,Unchecked,
745,wildlife,n platte,Unchecked,
746,wildlife,n platte,Unchecked,
750,wildlife,n platte,Unchecked,
752,wildlife,n platte,Unchecked,
758,wildlife,n platte,Unchecked,
761,wildlife,n platte,Unchecked,
763,wildlife,n platte,Checked,2
769,wildlife,n platte,Unchecked,
770,wildlife,n platte,Unchecked,
773,wildlife,n platte,Unchecked,
782,wildlife,n platte,Unchecked,
783,wildlife,n platte,Unchecked,
788,wildlife,n platte,Unchecked,
790,wildlife,n platte,Unchecked,
792,wildlife,n platte,Checked,1
808,wildlife,n platte,Checked,1
810,wildlife,n platte,Unchecked,
814,wildlife,n platte,Unchecked,
819,wildlife,n platte,Unchecked,
823,wildlife,n platte,Unchecked,
828,wildlife,n platte,Unchecked,
829,wildlife,n platte,Checked,5
832,wildlife,n platte,Unchecked,
834,wildlife,n platte,Unchecked,
835,wildlife,n platte,Unchecked,
837,wildlife,n platte,Unchecked,
841,wildlife,n platte,Unchecked,
847,wildlife,n platte,Unchecked,
853,wildlife,n platte,Unchecked,
856,wildlife,n platte,Unchecked,
858,wildlife,n platte,Unchecked,
860,wildlife,n platte,Unchecked,
861,wildlife,n platte,Checked,2
867,wildlife,n platte,Unchecked,
873,wildlife,n platte,Unchecked,
879,wildlife,n platte,Unchecked,
880,wildlife,n platte,Unchecked,
884,wildlife,n platte,Unchecked,
890,wildlife,n platte,Unchecked,
891,wildlife,n platte,Unchecked,
895,wildlife,n platte,Unchecked,
897,wildlife,n platte,Unchecked,
901,wildlife,n platte,Unchecked,
903,wildlife,n platte,Checked,2
906,wildlife,n platte,Unchecked,
908,wildlife,n platte,Unchecked,
909,wildlife,n platte,Unchecked,
915,wildlife,n platte,Checked,5
917,wildlife,n platte,Checked,2
920,wildlife,n platte,Unchecked,
921,wildlife,n platte,Unchecked,
927,wildlife,n platte,Unchecked,
929,wildlife,n platte,Checked,3
930,wildlife,n platte,Unchecked,
932,wildlife,n platte,Unchecked,
938,wildlife,n platte,Unchecked,
940,wildlife,n platte,Unchecked,
941,wildlife,n platte,Unchecked,
947,wildlife,n platte,Checked,1
949,wildlife,n platte,Checked,5
951,wildlife,n platte,Unchecked,
953,wildlife,n platte,Unchecked,
954,wildlife,n platte,Unchecked,
955,wildlife,n platte,Checked,20
957,wildlife,n platte,Unchecked,
961,wildlife,n platte,Unchecked,
964,wildlife,n platte,Unchecked,
965,wildlife,n platte,Unchecked,
969,wildlife,n platte,Unchecked,
973,wildlife,n platte,Checked,20
980,wildlife,n platte,Checked,1
991,wildlife,n platte,Unchecked,
997,wildlife,n platte,Unchecked,
1000,wildlife,n platte,Unchecked,
1001,wildlife,n platte,Unchecked,
1009,wildlife,n platte,Unchecked,
1013,wildlife,n platte,Unchecked,
1018,wildlife,n platte,Unchecked,
1033,wildlife,n platte,Unchecked,
1036,wildlife,n platte,Unchecked,
1039,wildlife,n platte,Checked,2
1043,wildlife,n platte,Unchecked,
1045,wildlife,n platte,Checked,1
1052,wildlife,n platte,Unchecked,
1056,wildlife,n platte,Unchecked,
1062,wildlife,n platte,Unchecked,
1064,wildlife,n platte,Unchecked,
1065,wildlife,n platte,Unchecked,
1068,wildlife,n platte,Unchecked,
1071,wildlife,n platte,Unchecked,
1074,wildlife,n platte,Unchecked,
1076,wildlife,n platte,Unchecked,
1086,wildlife,n platte,Unchecked,
1088,wildlife,n platte,Unchecked,
1090,wildlife,n platte,Unchecked,
1094,wildlife,n platte,Unchecked,
1103,wildlife,n platte,Unchecked,
1104,wildlife,n platte,Unchecked,
1108,wildlife,n platte,Unchecked,
1110,wildlife,n platte,Unchecked,
1121,wildlife,n platte,Unchecked,
1123,wildlife,n platte,Unchecked,
1129,wildlife,n platte,Unchecked,
1130,wildlife,n platte,Unchecked,
1132,wildlife,n platte,Unchecked,
1133,wildlife,n platte,Unchecked,
1136,wildlife,n platte,Unchecked,
1139,wildlife,n platte,Unchecked,
1145,wildlife,n platte,Unchecked,
1151,wildlife,n platte,Unchecked,
1152,wildlife,n platte,Unchecked,
1156,wildlife,n platte,Unchecked,
