Vrid,act,basin,part,days_water
107,trail,arkansas,Checked,5
108,trail,arkansas,Unchecked,
110,trail,arkansas,Unchecked,
113,trail,arkansas,Checked,8
119,trail,arkansas,Unchecked,
127,trail,arkansas,Unchecked,
129,trail,arkansas,Checked,1
131,trail,arkansas,Unchecked,
140,trail,arkansas,Checked,12
152,trail,arkansas,Unchecked,
157,trail,arkansas,Unchecked,
159,trail,arkansas,Unchecked,
161,trail,arkansas,Checked,2
168,trail,arkansas,Unchecked,
169,trail,arkansas,Unchecked,
190,trail,arkansas,Unchecked,
193,trail,arkansas,Checked,2
203,trail,arkansas,Unchecked,
213,trail,arkansas,Unchecked,
214,trail,arkansas,Unchecked,
217,trail,arkansas,Unchecked,
220,trail,arkansas,Unchecked,
221,trail,arkansas,Unchecked,
228,trail,arkansas,Checked,5
232,trail,arkansas,Unchecked,
236,trail,arkansas,Unchecked,
238,trail,arkansas,Checked,1
240,trail,arkansas,Checked,10
242,trail,arkansas,Unchecked,
243,trail,arkansas,Unchecked,
245,trail,arkansas,Unchecked,
246,trail,arkansas,Unchecked,
249,trail,arkansas,Checked,2
252,trail,arkansas,Unchecked,
257,trail,arkansas,Checked,10
262,trail,arkansas,Unchecked,
267,trail,arkansas,Checked,1
270,trail,arkansas,Unchecked,
271,trail,arkansas,Checked,5
272,trail,arkansas,Unchecked,
273,trail,arkansas,Unchecked,
275,trail,arkansas,Unchecked,
276,trail,arkansas,Unchecked,
279,trail,arkansas,Unchecked,
289,trail,arkansas,Checked,2
295,trail,arkansas,Unchecked,
299,trail,arkansas,Checked,8
304,trail,arkansas,Unchecked,
305,trail,arkansas,Unchecked,
306,trail,arkansas,Checked,3
308,trail,arkansas,Checked,4
309,trail,arkansas,Unchecked,
320,trail,arkansas,Unchecked,
331,trail,arkansas,Unchecked,
334,trail,arkansas,Checked,2
343,trail,arkansas,Unchecked,
347,trail,arkansas,Unchecked,
353,trail,arkansas,Unchecked,
357,trail,arkansas,Unchecked,
358,trail,arkansas,Checked,15
361,trail,arkansas,Checked,2
370,trail,arkansas,Checked,2
382,trail,arkansas,Unchecked,
386,trail,arkansas,Unchecked,
388,trail,arkansas,Unchecked,
389,trail,arkansas,Unchecked,
393,trail,arkansas,Unchecked,
394,trail,arkansas,Unchecked,
406,trail,arkansas,Unchecked,
408,trail,arkansas,Unchecked,
411,trail,arkansas,Checked,11
426,trail,arkansas,Unchecked,
430,trail,arkansas,Unchecked,
438,trail,arkansas,Unchecked,
445,trail,arkansas,Checked,4
447,trail,arkansas,Unchecked,
452,trail,arkansas,Unchecked,
464,trail,arkansas,Checked,1
469,trail,arkansas,Checked,1
472,trail,arkansas,Unchecked,
484,trail,arkansas,Unchecked,
485,trail,arkansas,Unchecked,
496,trail,arkansas,Unchecked,
499,trail,arkansas,Unchecked,
500,trail,arkansas,Unchecked,
508,trail,arkansas,Unchecked,
511,trail,arkansas,Unchecked,
512,trail,arkansas,Unchecked,
515,trail,arkansas,Unchecked,
521,trail,arkansas,Unchecked,
529,trail,arkansas,Unchecked,
532,trail,arkansas,Unchecked,
549,trail,arkansas,Unchecked,
551,trail,arkansas,Unchecked,
553,trail,arkansas,Unchecked,
554,trail,arkansas,Unchecked,
555,trail,arkansas,Unchecked,
561,trail,arkansas,Unchecked,
564,trail,arkansas,Unchecked,
568,trail,arkansas,Unchecked,
574,trail,arkansas,Unchecked,
579,trail,arkansas,Unchecked,
582,trail,arkansas,Checked,3
583,trail,arkansas,Checked,10
587,trail,arkansas,Unchecked,
589,trail,arkansas,Unchecked,
590,trail,arkansas,Unchecked,
591,trail,arkansas,Unchecked,
597,trail,arkansas,Unchecked,
604,trail,arkansas,Checked,2
606,trail,arkansas,Unchecked,
616,trail,arkansas,Unchecked,
617,trail,arkansas,Unchecked,
618,trail,arkansas,Unchecked,
624,trail,arkansas,Unchecked,
630,trail,arkansas,Unchecked,
631,trail,arkansas,Checked,0
632,trail,arkansas,Unchecked,
633,trail,arkansas,Unchecked,
634,trail,arkansas,Checked,60
647,trail,arkansas,Checked,14
651,trail,arkansas,Unchecked,
652,trail,arkansas,Checked,5
654,trail,arkansas,Unchecked,
655,trail,arkansas,Unchecked,
665,trail,arkansas,Unchecked,
666,trail,arkansas,Unchecked,
667,trail,arkansas,Unchecked,
669,trail,arkansas,Unchecked,
673,trail,arkansas,Checked,20
675,trail,arkansas,Unchecked,
676,trail,arkansas,Unchecked,
682,trail,arkansas,Unchecked,
684,trail,arkansas,Unchecked,
685,trail,arkansas,Unchecked,
692,trail,arkansas,Unchecked,
698,trail,arkansas,Unchecked,
700,trail,arkansas,Unchecked,
702,trail,arkansas,Unchecked,
704,trail,arkansas,Unchecked,
705,trail,arkansas,Unchecked,
723,trail,arkansas,Unchecked,
725,trail,arkansas,Unchecked,
730,trail,arkansas,Unchecked,
731,trail,arkansas,Unchecked,
732,trail,arkansas,Unchecked,
737,trail,arkansas,Unchecked,
738,trail,arkansas,Checked,10
742,trail,arkansas,Unchecked,
745,trail,arkansas,Unchecked,
746,trail,arkansas,Unchecked,
748,trail,arkansas,Unchecked,
756,trail,arkansas,Unchecked,
757,trail,arkansas,Unchecked,
758,trail,arkansas,Unchecked,
761,trail,arkansas,Unchecked,
763,trail,arkansas,Unchecked,
765,trail,arkansas,Unchecked,
768,trail,arkansas,Unchecked,
790,trail,arkansas,Unchecked,
794,trail,arkansas,Unchecked,
798,trail,arkansas,Checked,1
801,trail,arkansas,Checked,15
802,trail,arkansas,Unchecked,
807,trail,arkansas,Unchecked,
808,trail,arkansas,Checked,1
809,trail,arkansas,Checked,4
810,trail,arkansas,Unchecked,
811,trail,arkansas,Checked,3
815,trail,arkansas,Checked,2
831,trail,arkansas,Unchecked,
832,trail,arkansas,Unchecked,
834,trail,arkansas,Unchecked,
837,trail,arkansas,Unchecked,
851,trail,arkansas,Unchecked,
853,trail,arkansas,Checked,
856,trail,arkansas,Checked,16
858,trail,arkansas,Unchecked,
861,trail,arkansas,Unchecked,
873,trail,arkansas,Unchecked,
874,trail,arkansas,Unchecked,
879,trail,arkansas,Unchecked,
880,trail,arkansas,Unchecked,
882,trail,arkansas,Unchecked,
897,trail,arkansas,Unchecked,
903,trail,arkansas,Unchecked,
915,trail,arkansas,Unchecked,
925,trail,arkansas,Unchecked,
928,trail,arkansas,Unchecked,
930,trail,arkansas,Unchecked,
931,trail,arkansas,Checked,3
932,trail,arkansas,Unchecked,
940,trail,arkansas,Unchecked,
949,trail,arkansas,Unchecked,
953,trail,arkansas,Unchecked,
954,trail,arkansas,Unchecked,
955,trail,arkansas,Unchecked,
958,trail,arkansas,Checked,5
961,trail,arkansas,Unchecked,
973,trail,arkansas,Unchecked,
978,trail,arkansas,Unchecked,
979,trail,arkansas,Unchecked,
980,trail,arkansas,Unchecked,
984,trail,arkansas,Checked,2
987,trail,arkansas,Unchecked,
993,trail,arkansas,Unchecked,
1000,trail,arkansas,Unchecked,
1001,trail,arkansas,Checked,3
1008,trail,arkansas,Unchecked,
1009,trail,arkansas,Unchecked,
1015,trail,arkansas,Unchecked,
1022,trail,arkansas,Unchecked,
1037,trail,arkansas,Unchecked,
1052,trail,arkansas,Unchecked,
1058,trail,arkansas,Checked,10
1074,trail,arkansas,Unchecked,
1076,trail,arkansas,Unchecked,
1095,trail,arkansas,Unchecked,
1098,trail,arkansas,Unchecked,
1105,trail,arkansas,Unchecked,
1108,trail,arkansas,Unchecked,
1109,trail,arkansas,Unchecked,
1117,trail,arkansas,Unchecked,
1123,trail,arkansas,Unchecked,
1128,trail,arkansas,Unchecked,
1131,trail,arkansas,Checked,1
1132,trail,arkansas,Checked,1
1135,trail,arkansas,Unchecked,
1136,trail,arkansas,Unchecked,
1145,trail,arkansas,Checked,0
1147,trail,arkansas,Unchecked,
1153,trail,arkansas,Unchecked,
1160,trail,arkansas,Unchecked,
1163,trail,arkansas,Checked,5
1165,trail,arkansas,Unchecked,
1170,trail,arkansas,Unchecked,
1171,trail,arkansas,Unchecked,
1172,trail,arkansas,Unchecked,
1174,trail,arkansas,Unchecked,
1184,trail,arkansas,Checked,2
1188,trail,arkansas,Unchecked,
1190,trail,arkansas,Unchecked,
1195,trail,arkansas,Unchecked,
1217,trail,arkansas,Checked,10
1220,trail,arkansas,Unchecked,
1221,trail,arkansas,Checked,5
1224,trail,arkansas,Unchecked,
1226,trail,arkansas,Unchecked,
1228,trail,arkansas,Checked,2
1236,trail,arkansas,Unchecked,
1239,trail,arkansas,Unchecked,
1244,trail,arkansas,Checked,1
1248,trail,arkansas,Unchecked,
1250,trail,arkansas,Unchecked,
1257,trail,arkansas,Unchecked,
1262,trail,arkansas,Unchecked,
1279,trail,arkansas,Unchecked,
1280,trail,arkansas,Unchecked,
1283,trail,arkansas,Unchecked,
1297,trail,arkansas,Unchecked,
1302,trail,arkansas,Unchecked,
1306,trail,arkansas,Unchecked,
1307,trail,arkansas,Unchecked,
1308,trail,arkansas,Checked,50
1309,trail,arkansas,Checked,22
1316,trail,arkansas,Unchecked,
1320,trail,arkansas,Unchecked,
1321,trail,arkansas,Unchecked,
1323,trail,arkansas,Checked,2
1327,trail,arkansas,Checked,1
1330,trail,arkansas,Unchecked,
1331,trail,arkansas,Unchecked,
1333,trail,arkansas,Unchecked,
1337,trail,arkansas,Unchecked,
1339,trail,arkansas,Unchecked,
1340,trail,arkansas,Unchecked,
1345,trail,arkansas,Unchecked,
1351,trail,arkansas,Unchecked,
1353,trail,arkansas,Checked,25
1354,trail,arkansas,Unchecked,
1358,trail,arkansas,Checked,5
1361,trail,arkansas,Unchecked,
1363,trail,arkansas,Unchecked,
1370,trail,arkansas,Unchecked,
1371,trail,arkansas,Checked,8
1375,trail,arkansas,Unchecked,
1377,trail,arkansas,Unchecked,
1381,trail,arkansas,Unchecked,
1383,trail,arkansas,Unchecked,
1387,trail,arkansas,Unchecked,
1390,trail,arkansas,Unchecked,
1392,trail,arkansas,Unchecked,
1394,trail,arkansas,Unchecked,
1396,trail,arkansas,Checked,5
1411,trail,arkansas,Unchecked,
1414,trail,arkansas,Unchecked,
1418,trail,arkansas,Checked,10
1423,trail,arkansas,Unchecked,
1426,trail,arkansas,Checked,10
1429,trail,arkansas,Checked,2
1432,trail,arkansas,Unchecked,
1433,trail,arkansas,Unchecked,
1439,trail,arkansas,Checked,2
1443,trail,arkansas,Checked,10
1447,trail,arkansas,Unchecked,
1450,trail,arkansas,Unchecked,
1454,trail,arkansas,Unchecked,
1470,trail,arkansas,Unchecked,
107,trail,colorado,Unchecked,
108,trail,colorado,Unchecked,
110,trail,colorado,Unchecked,
113,trail,colorado,Unchecked,
119,trail,colorado,Unchecked,
127,trail,colorado,Checked,10
129,trail,colorado,Unchecked,
131,trail,colorado,Checked,30
140,trail,colorado,Unchecked,
152,trail,colorado,Unchecked,
157,trail,colorado,Checked,1
159,trail,colorado,Unchecked,
161,trail,colorado,Unchecked,
168,trail,colorado,Unchecked,
169,trail,colorado,Checked,10
190,trail,colorado,Unchecked,
193,trail,colorado,Unchecked,
203,trail,colorado,Checked,1
213,trail,colorado,Unchecked,
214,trail,colorado,Checked,2
217,trail,colorado,Checked,35
220,trail,colorado,Unchecked,
221,trail,colorado,Checked,2
228,trail,colorado,Checked,1
232,trail,colorado,Unchecked,
236,trail,colorado,Checked,2
238,trail,colorado,Unchecked,
240,trail,colorado,Unchecked,
242,trail,colorado,Unchecked,
243,trail,colorado,Unchecked,
245,trail,colorado,Checked,17
246,trail,colorado,Checked,2
249,trail,colorado,Checked,
252,trail,colorado,Checked,2
257,trail,colorado,Unchecked,
262,trail,colorado,Unchecked,
267,trail,colorado,Checked,1
270,trail,colorado,Checked,2
271,trail,colorado,Checked,3
272,trail,colorado,Unchecked,
273,trail,colorado,Unchecked,
275,trail,colorado,Unchecked,
276,trail,colorado,Checked,7
279,trail,colorado,Unchecked,
289,trail,colorado,Checked,3
295,trail,colorado,Unchecked,
299,trail,colorado,Unchecked,
304,trail,colorado,Unchecked,
305,trail,colorado,Unchecked,
306,trail,colorado,Unchecked,
308,trail,colorado,Unchecked,
309,trail,colorado,Unchecked,
320,trail,colorado,Unchecked,
331,trail,colorado,Unchecked,
334,trail,colorado,Unchecked,
343,trail,colorado,Checked,15
347,trail,colorado,Checked,12
353,trail,colorado,Unchecked,
357,trail,colorado,Checked,1
358,trail,colorado,Checked,5
361,trail,colorado,Unchecked,
370,trail,colorado,Unchecked,
382,trail,colorado,Unchecked,
386,trail,colorado,Unchecked,
388,trail,colorado,Checked,2
389,trail,colorado,Unchecked,
393,trail,colorado,Checked,12
394,trail,colorado,Unchecked,
406,trail,colorado,Checked,5
408,trail,colorado,Unchecked,
411,trail,colorado,Checked,1
426,trail,colorado,Unchecked,
430,trail,colorado,Unchecked,
438,trail,colorado,Unchecked,
445,trail,colorado,Unchecked,
447,trail,colorado,Checked,0
452,trail,colorado,Checked,3
464,trail,colorado,Unchecked,
469,trail,colorado,Unchecked,
472,trail,colorado,Unchecked,
484,trail,colorado,Unchecked,
485,trail,colorado,Unchecked,
496,trail,colorado,Checked,2
499,trail,colorado,Unchecked,
500,trail,colorado,Unchecked,
508,trail,colorado,Unchecked,
511,trail,colorado,Unchecked,
512,trail,colorado,Unchecked,
515,trail,colorado,Unchecked,
521,trail,colorado,Checked,2
529,trail,colorado,Checked,60
532,trail,colorado,Unchecked,
549,trail,colorado,Checked,6
551,trail,colorado,Checked,3
553,trail,colorado,Unchecked,
554,trail,colorado,Checked,2
555,trail,colorado,Unchecked,
561,trail,colorado,Unchecked,
564,trail,colorado,Unchecked,
568,trail,colorado,Checked,1
574,trail,colorado,Checked,2
579,trail,colorado,Checked,1
582,trail,colorado,Unchecked,
583,trail,colorado,Unchecked,
587,trail,colorado,Unchecked,
589,trail,colorado,Unchecked,
590,trail,colorado,Checked,1
591,trail,colorado,Unchecked,
597,trail,colorado,Unchecked,
604,trail,colorado,Checked,1
606,trail,colorado,Unchecked,
616,trail,colorado,Unchecked,
617,trail,colorado,Unchecked,
618,trail,colorado,Checked,1
624,trail,colorado,Checked,4
630,trail,colorado,Unchecked,
631,trail,colorado,Unchecked,
632,trail,colorado,Unchecked,
633,trail,colorado,Checked,50
634,trail,colorado,Unchecked,
647,trail,colorado,Unchecked,
651,trail,colorado,Checked,0
652,trail,colorado,Unchecked,
654,trail,colorado,Unchecked,
655,trail,colorado,Checked,8
665,trail,colorado,Checked,2
666,trail,colorado,Checked,10
667,trail,colorado,Checked,
669,trail,colorado,Unchecked,
673,trail,colorado,Checked,9
675,trail,colorado,Unchecked,
676,trail,colorado,Unchecked,
682,trail,colorado,Unchecked,
684,trail,colorado,Unchecked,
685,trail,colorado,Checked,1
692,trail,colorado,Unchecked,
698,trail,colorado,Unchecked,
700,trail,colorado,Unchecked,
702,trail,colorado,Checked,1
704,trail,colorado,Unchecked,
705,trail,colorado,Checked,7
723,trail,colorado,Unchecked,
725,trail,colorado,Unchecked,
730,trail,colorado,Checked,4
731,trail,colorado,Unchecked,
732,trail,colorado,Checked,1
737,trail,colorado,Checked,2
738,trail,colorado,Unchecked,
742,trail,colorado,Checked,2
745,trail,colorado,Checked,2
746,trail,colorado,Checked,0
748,trail,colorado,Unchecked,
756,trail,colorado,Unchecked,
757,trail,colorado,Unchecked,
758,trail,colorado,Checked,6
761,trail,colorado,Unchecked,
763,trail,colorado,Checked,3
765,trail,colorado,Checked,2
768,trail,colorado,Unchecked,
790,trail,colorado,Unchecked,
794,trail,colorado,Unchecked,
798,trail,colorado,Unchecked,
801,trail,colorado,Unchecked,
802,trail,colorado,Unchecked,
807,trail,colorado,Unchecked,
808,trail,colorado,Unchecked,
809,trail,colorado,Unchecked,
810,trail,colorado,Unchecked,
811,trail,colorado,Unchecked,
815,trail,colorado,Checked,3
831,trail,colorado,Unchecked,
832,trail,colorado,Unchecked,
834,trail,colorado,Unchecked,
837,trail,colorado,Unchecked,
851,trail,colorado,Checked,1
853,trail,colorado,Unchecked,
856,trail,colorado,Unchecked,
858,trail,colorado,Checked,2
861,trail,colorado,Unchecked,
873,trail,colorado,Unchecked,
874,trail,colorado,Unchecked,
879,trail,colorado,Unchecked,
880,trail,colorado,Checked,8
882,trail,colorado,Checked,2
897,trail,colorado,Checked,0
903,trail,colorado,Unchecked,
915,trail,colorado,Checked,2
925,trail,colorado,Unchecked,
928,trail,colorado,Unchecked,
930,trail,colorado,Unchecked,
931,trail,colorado,Unchecked,
932,trail,colorado,Unchecked,
940,trail,colorado,Unchecked,
949,trail,colorado,Unchecked,
953,trail,colorado,Checked,1
954,trail,colorado,Checked,1
955,trail,colorado,Unchecked,
958,trail,colorado,Unchecked,
961,trail,colorado,Checked,1
973,trail,colorado,Unchecked,
978,trail,colorado,Unchecked,
979,trail,colorado,Unchecked,
980,trail,colorado,Unchecked,
984,trail,colorado,Unchecked,
987,trail,colorado,Unchecked,
993,trail,colorado,Unchecked,
1000,trail,colorado,Checked,1
1001,trail,colorado,Checked,6
1008,trail,colorado,Unchecked,
1009,trail,colorado,Checked,1
1015,trail,colorado,Unchecked,
1022,trail,colorado,Unchecked,
1037,trail,colorado,Checked,3
1052,trail,colorado,Checked,1
1058,trail,colorado,Unchecked,
1074,trail,colorado,Checked,1
1076,trail,colorado,Unchecked,
1095,trail,colorado,Unchecked,
1098,trail,colorado,Checked,3
1105,trail,colorado,Checked,1
1108,trail,colorado,Unchecked,
1109,trail,colorado,Unchecked,
1117,trail,colorado,Checked,15
1123,trail,colorado,Checked,10
1128,trail,colorado,Checked,2
1131,trail,colorado,Checked,1
1132,trail,colorado,Unchecked,
1135,trail,colorado,Unchecked,
1136,trail,colorado,Checked,12
1145,trail,colorado,Unchecked,
1147,trail,colorado,Checked,10
1153,trail,colorado,Checked,2
1160,trail,colorado,Unchecked,
1163,trail,colorado,Checked,15
1165,trail,colorado,Unchecked,
1170,trail,colorado,Checked,2
1171,trail,colorado,Checked,
1172,trail,colorado,Checked,3
1174,trail,colorado,Checked,4
1184,trail,colorado,Unchecked,
1188,trail,colorado,Checked,2
1190,trail,colorado,Checked,0
1195,trail,colorado,Unchecked,
1217,trail,colorado,Unchecked,
1220,trail,colorado,Unchecked,
1221,trail,colorado,Unchecked,
1224,trail,colorado,Unchecked,
1226,trail,colorado,Unchecked,
1228,trail,colorado,Unchecked,
1236,trail,colorado,Checked,5
1239,trail,colorado,Checked,1
1244,trail,colorado,Checked,1
1248,trail,colorado,Unchecked,
1250,trail,colorado,Checked,1
1257,trail,colorado,Checked,1
1262,trail,colorado,Unchecked,
1279,trail,colorado,Unchecked,
1280,trail,colorado,Checked,2
1283,trail,colorado,Unchecked,
1297,trail,colorado,Unchecked,
1302,trail,colorado,Checked,5
1306,trail,colorado,Unchecked,
1307,trail,colorado,Checked,2
1308,trail,colorado,Unchecked,
1309,trail,colorado,Unchecked,
1316,trail,colorado,Unchecked,
1320,trail,colorado,Checked,4
1321,trail,colorado,Checked,7
1323,trail,colorado,Unchecked,
1327,trail,colorado,Checked,2
1330,trail,colorado,Checked,7
1331,trail,colorado,Unchecked,
1333,trail,colorado,Unchecked,
1337,trail,colorado,Checked,3
1339,trail,colorado,Checked,18
1340,trail,colorado,Unchecked,
1345,trail,colorado,Unchecked,
1351,trail,colorado,Unchecked,
1353,trail,colorado,Unchecked,
1354,trail,colorado,Checked,2
1358,trail,colorado,Unchecked,
1361,trail,colorado,Unchecked,
1363,trail,colorado,Checked,4
1370,trail,colorado,Unchecked,
1371,trail,colorado,Unchecked,
1375,trail,colorado,Unchecked,
1377,trail,colorado,Checked,10
1381,trail,colorado,Checked,1
1383,trail,colorado,Unchecked,
1387,trail,colorado,Unchecked,
1390,trail,colorado,Checked,1
1392,trail,colorado,Unchecked,
1394,trail,colorado,Unchecked,
1396,trail,colorado,Unchecked,
1411,trail,colorado,Unchecked,
1414,trail,colorado,Checked,1
1418,trail,colorado,Unchecked,
1423,trail,colorado,Unchecked,
1426,trail,colorado,Unchecked,
1429,trail,colorado,Unchecked,
1432,trail,colorado,Checked,3
1433,trail,colorado,Unchecked,
1439,trail,colorado,Checked,3
1443,trail,colorado,Unchecked,
1447,trail,colorado,Checked,10
1450,trail,colorado,Unchecked,
1454,trail,colorado,Unchecked,
1470,trail,colorado,Checked,10
107,trail,gunnison,Unchecked,
108,trail,gunnison,Checked,2
110,trail,gunnison,Unchecked,
113,trail,gunnison,Unchecked,
119,trail,gunnison,Unchecked,
127,trail,gunnison,Unchecked,
129,trail,gunnison,Unchecked,
131,trail,gunnison,Unchecked,
140,trail,gunnison,Unchecked,
152,trail,gunnison,Unchecked,
157,trail,gunnison,Unchecked,
159,trail,gunnison,Unchecked,
161,trail,gunnison,Checked,2
168,trail,gunnison,Unchecked,
169,trail,gunnison,Checked,15
190,trail,gunnison,Unchecked,
193,trail,gunnison,Checked,2
203,trail,gunnison,Unchecked,
213,trail,gunnison,Unchecked,
214,trail,gunnison,Unchecked,
217,trail,gunnison,Unchecked,
220,trail,gunnison,Unchecked,
221,trail,gunnison,Unchecked,
228,trail,gunnison,Unchecked,
232,trail,gunnison,Unchecked,
236,trail,gunnison,Unchecked,
238,trail,gunnison,Unchecked,
240,trail,gunnison,Unchecked,
242,trail,gunnison,Checked,15
243,trail,gunnison,Unchecked,
245,trail,gunnison,Unchecked,
246,trail,gunnison,Unchecked,
249,trail,gunnison,Unchecked,
252,trail,gunnison,Checked,1
257,trail,gunnison,Unchecked,
262,trail,gunnison,Checked,15
267,trail,gunnison,Unchecked,
270,trail,gunnison,Checked,1
271,trail,gunnison,Unchecked,
272,trail,gunnison,Unchecked,
273,trail,gunnison,Unchecked,
275,trail,gunnison,Checked,1
276,trail,gunnison,Unchecked,
279,trail,gunnison,Unchecked,
289,trail,gunnison,Unchecked,
295,trail,gunnison,Unchecked,
299,trail,gunnison,Unchecked,
304,trail,gunnison,Unchecked,
305,trail,gunnison,Unchecked,
306,trail,gunnison,Unchecked,
308,trail,gunnison,Unchecked,
309,trail,gunnison,Unchecked,
320,trail,gunnison,Unchecked,
331,trail,gunnison,Unchecked,
334,trail,gunnison,Unchecked,
343,trail,gunnison,Unchecked,
347,trail,gunnison,Unchecked,
353,trail,gunnison,Unchecked,
357,trail,gunnison,Unchecked,
358,trail,gunnison,Unchecked,
361,trail,gunnison,Unchecked,
370,trail,gunnison,Checked,2
382,trail,gunnison,Unchecked,
386,trail,gunnison,Unchecked,
388,trail,gunnison,Unchecked,
389,trail,gunnison,Unchecked,
393,trail,gunnison,Unchecked,
394,trail,gunnison,Unchecked,
406,trail,gunnison,Unchecked,
408,trail,gunnison,Unchecked,
411,trail,gunnison,Unchecked,
426,trail,gunnison,Unchecked,
430,trail,gunnison,Unchecked,
438,trail,gunnison,Unchecked,
445,trail,gunnison,Checked,0
447,trail,gunnison,Unchecked,
452,trail,gunnison,Unchecked,
464,trail,gunnison,Unchecked,
469,trail,gunnison,Unchecked,
472,trail,gunnison,Checked,1
484,trail,gunnison,Unchecked,
485,trail,gunnison,Unchecked,
496,trail,gunnison,Unchecked,
499,trail,gunnison,Unchecked,
500,trail,gunnison,Unchecked,
508,trail,gunnison,Unchecked,
511,trail,gunnison,Unchecked,
512,trail,gunnison,Unchecked,
515,trail,gunnison,Unchecked,
521,trail,gunnison,Unchecked,
529,trail,gunnison,Checked,10
532,trail,gunnison,Unchecked,
549,trail,gunnison,Unchecked,
551,trail,gunnison,Checked,0
553,trail,gunnison,Unchecked,
554,trail,gunnison,Unchecked,
555,trail,gunnison,Unchecked,
561,trail,gunnison,Unchecked,
564,trail,gunnison,Unchecked,
568,trail,gunnison,Unchecked,
574,trail,gunnison,Unchecked,
579,trail,gunnison,Unchecked,
582,trail,gunnison,Unchecked,
583,trail,gunnison,Unchecked,
587,trail,gunnison,Unchecked,
589,trail,gunnison,Unchecked,
590,trail,gunnison,Unchecked,
591,trail,gunnison,Unchecked,
597,trail,gunnison,Unchecked,
604,trail,gunnison,Unchecked,
606,trail,gunnison,Unchecked,
616,trail,gunnison,Unchecked,
617,trail,gunnison,Unchecked,
618,trail,gunnison,Unchecked,
624,trail,gunnison,Unchecked,
630,trail,gunnison,Unchecked,
631,trail,gunnison,Unchecked,
632,trail,gunnison,Unchecked,
633,trail,gunnison,Checked,15
634,trail,gunnison,Unchecked,
647,trail,gunnison,Checked,7
651,trail,gunnison,Unchecked,
652,trail,gunnison,Unchecked,
654,trail,gunnison,Unchecked,
655,trail,gunnison,Unchecked,
665,trail,gunnison,Unchecked,
666,trail,gunnison,Unchecked,
667,trail,gunnison,Unchecked,
669,trail,gunnison,Unchecked,
673,trail,gunnison,Unchecked,
675,trail,gunnison,Unchecked,
676,trail,gunnison,Unchecked,
682,trail,gunnison,Unchecked,
684,trail,gunnison,Unchecked,
685,trail,gunnison,Unchecked,
692,trail,gunnison,Checked,5
698,trail,gunnison,Unchecked,
700,trail,gunnison,Unchecked,
702,trail,gunnison,Unchecked,
704,trail,gunnison,Unchecked,
705,trail,gunnison,Unchecked,
723,trail,gunnison,Unchecked,
725,trail,gunnison,Unchecked,
730,trail,gunnison,Unchecked,
731,trail,gunnison,Unchecked,
732,trail,gunnison,Unchecked,
737,trail,gunnison,Unchecked,
738,trail,gunnison,Unchecked,
742,trail,gunnison,Checked,1
745,trail,gunnison,Unchecked,
746,trail,gunnison,Unchecked,
748,trail,gunnison,Unchecked,
756,trail,gunnison,Unchecked,
757,trail,gunnison,Unchecked,
758,trail,gunnison,Unchecked,
761,trail,gunnison,Unchecked,
763,trail,gunnison,Unchecked,
765,trail,gunnison,Unchecked,
768,trail,gunnison,Checked,1
790,trail,gunnison,Unchecked,
794,trail,gunnison,Unchecked,
798,trail,gunnison,Unchecked,
801,trail,gunnison,Unchecked,
802,trail,gunnison,Unchecked,
807,trail,gunnison,Unchecked,
808,trail,gunnison,Unchecked,
809,trail,gunnison,Unchecked,
810,trail,gunnison,Unchecked,
811,trail,gunnison,Unchecked,
815,trail,gunnison,Checked,2
831,trail,gunnison,Unchecked,
832,trail,gunnison,Unchecked,
834,trail,gunnison,Unchecked,
837,trail,gunnison,Unchecked,
851,trail,gunnison,Unchecked,
853,trail,gunnison,Unchecked,
856,trail,gunnison,Unchecked,
858,trail,gunnison,Checked,1
861,trail,gunnison,Unchecked,
873,trail,gunnison,Unchecked,
874,trail,gunnison,Unchecked,
879,trail,gunnison,Unchecked,
880,trail,gunnison,Unchecked,
882,trail,gunnison,Unchecked,
897,trail,gunnison,Unchecked,
903,trail,gunnison,Unchecked,
915,trail,gunnison,Unchecked,
925,trail,gunnison,Unchecked,
928,trail,gunnison,Unchecked,
930,trail,gunnison,Unchecked,
931,trail,gunnison,Unchecked,
932,trail,gunnison,Unchecked,
940,trail,gunnison,Unchecked,
949,trail,gunnison,Unchecked,
953,trail,gunnison,Unchecked,
954,trail,gunnison,Unchecked,
955,trail,gunnison,Unchecked,
958,trail,gunnison,Checked,5
961,trail,gunnison,Unchecked,
973,trail,gunnison,Unchecked,
978,trail,gunnison,Unchecked,
979,trail,gunnison,Unchecked,
980,trail,gunnison,Unchecked,
984,trail,gunnison,Unchecked,
987,trail,gunnison,Unchecked,
993,trail,gunnison,Unchecked,
1000,trail,gunnison,Unchecked,
1001,trail,gunnison,Unchecked,
1008,trail,gunnison,Unchecked,
1009,trail,gunnison,Unchecked,
1015,trail,gunnison,Unchecked,
1022,trail,gunnison,Unchecked,
1037,trail,gunnison,Unchecked,
1052,trail,gunnison,Unchecked,
1058,trail,gunnison,Unchecked,
1074,trail,gunnison,Unchecked,
1076,trail,gunnison,Unchecked,
1095,trail,gunnison,Unchecked,
1098,trail,gunnison,Checked,3
1105,trail,gunnison,Unchecked,
1108,trail,gunnison,Unchecked,
1109,trail,gunnison,Unchecked,
1117,trail,gunnison,Checked,3
1123,trail,gunnison,Unchecked,
