Vrid,Vstatus,qualify,race,sex,agecat,stwt,in_co_pop,age_weight,income_weight,race_weight,grp.nmtr.all_1,grp.nmtr.all_2,grp.nmtr.all_3,grp.nmtr.all_4,grp.nmtr.all_5,grp.nmtr.all_6,grp.nmtr.all_7,grp.nmtr.all_8,grp.nmtr.all_10,grp.nmtr.all_11,grp.nmtr.all_12,grp.nmtr.all_13,act.mtr.all_1,act.mtr.all_2,act.mtr.all_3,act.mtr.all_4,act.mtr.all_6,act.mtr.all_7,act.mtr.all_8,act.mtr.all_9,act.mtr.all_10,act.mtr.all_11,act.mtr.all_13
6279,Complete,1,White,Male,55+,1.2022230711635153,TRUE,55+,150K+,White,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
7333,Complete,0,White,Male,35-54,1.510395447045606,TRUE,35-54,150K+,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
20035,Complete,1,White,Male,18-34,1.2930424525334168,TRUE,18-34,0-25K,White,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
32617,Complete,1,White,Female,35-54,0.8528117855861924,TRUE,35-54,35-50K,White,Checked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked
40865,Complete,1,White,Male,55+,1.0871799354724117,TRUE,55+,100-150K,White,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
20898,Complete,1,White,Male,35-54,1.365862678935004,TRUE,35-54,50-75K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
10264,Complete,1,White,Male,55+,1.0871799354724117,TRUE,55+,100-150K,White,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked
370,Complete,0,White,Female,35-54,0.9430545676382112,TRUE,35-54,35-50K,White,Checked,Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
42668,Partial,0,Not white or Hispanic,Female,18-34,0.6057064282109123,TRUE,18-34,NA,Not white or Hispanic,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6727,Complete,1,White,Female,35-54,0.9430545676382112,TRUE,35-54,100-150K,White,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
6312,Complete,1,White,Female,18-34,0.8927761259005611,TRUE,18-34,35-50K,White,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
18463,Complete,1,White,Female,18-34,0.69035018846196,TRUE,18-34,25-35K,White,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
12405,Complete,1,White,Male,55+,0.9296338686407607,TRUE,55+,25-35K,White,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked
15758,Complete,1,White,Male,35-54,1.510395447045606,TRUE,35-54,150K+,White,Checked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked,Checked,Checked,Checked
6738,Complete,1,White,Male,55+,1.2022230711635153,TRUE,55+,150K+,White,Checked,Unchecked,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked
54497,Partial,0,White,Female,18-34,0.69035018846196,TRUE,18-34,NA,White,Checked,Unchecked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17655,Complete,1,White,Female,18-34,0.69035018846196,TRUE,18-34,35-50K,White,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
3118,Complete,1,White,Female,35-54,0.9430545676382112,TRUE,35-54,50-75K,White,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
41217,Partial,1,Not white or Hispanic,Male,18-34,1.134502660445425,TRUE,18-34,NA,Not white or Hispanic,Checked,Checked,Checked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Checked,Checked,Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked
12023,Complete,1,White,Female,18-34,0.8927761259005611,TRUE,18-34,100-150K,White,Checked,Checked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
46318,Partial,1,White,Male,35-54,1.1679319722715782,TRUE,35-54,NA,White,Checked,Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Checked,Checked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked
42976,Partial,1,White,Female,55+,0.5804410148135051,TRUE,55+,NA,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked
25301,Complete,1,White,Male,35-54,1.510395447045606,TRUE,35-54,150K+,White,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
14994,Complete,1,White,Female,18-34,0.8073445887280496,TRUE,18-34,50-75K,White,Checked,Unchecked,Checked,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Checked,Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
12482,Complete,0,White,Male,55+,1.2022230711635153,TRUE,55+,150K+,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
5728,Complete,1,White,Male,55+,1.2022230711635153,TRUE,55+,100-150K,White,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
26197,Complete,0,White,Female,18-34,0.69035018846196,TRUE,18-34,50-75K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
5739,Complete,1,Not white or Hispanic,Male,18-34,1.2545533891693947,TRUE,18-34,75-100K,Not white or Hispanic,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
31254,Complete,1,White,Male,35-54,1.510395447045606,TRUE,35-54,50-75K,White,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked
19557,Partial,1,Hispanic,Female,18-34,1.393258263606011,TRUE,18-34,NA,Hispanic,Checked,Unchecked,Unchecked,Checked,Checked,Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked
7219,Complete,1,White,Male,55+,1.2022230711635153,TRUE,55+,75-100K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
24603,Complete,0,White,Male,35-54,1.365862678935004,TRUE,35-54,75-100K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked
51650,Complete,0,White,Female,55+,0.7506391526791708,TRUE,55+,150K+,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
10025,Complete,0,Hispanic,Female,35-54,1.2584512353085253,TRUE,35-54,25-35K,Hispanic,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
4292,Complete,1,Not white or Hispanic,Male,55+,1.0548186333801977,TRUE,55+,100-150K,Not white or Hispanic,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
25488,Complete,1,White,Male,35-54,1.365862678935004,TRUE,35-54,100-150K,White,Unchecked,Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
10462,Complete,1,White,Male,55+,1.0871799354724117,TRUE,55+,100-150K,White,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
10888,Partial,1,White,Female,35-54,0.8528117855861924,TRUE,35-54,NA,White,Checked,Unchecked,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Checked,Checked,Unchecked
4931,Complete,0,White,Female,55+,0.6788089874061404,TRUE,55+,0-25K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
7028,Complete,1,White,Male,35-54,1.365862678935004,TRUE,35-54,100-150K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
41734,Complete,1,White,Female,35-54,0.7292286157879019,TRUE,35-54,50-75K,White,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
24680,Complete,1,White,Male,35-54,1.365862678935004,TRUE,35-54,75-100K,White,Checked,Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
28066,Complete,1,White,Male,55+,1.0871799354724117,TRUE,55+,50-75K,White,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
41844,Complete,0,White,Female,35-54,0.7292286157879019,TRUE,35-54,25-35K,White,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
2848,Complete,1,White,Female,18-34,0.69035018846196,TRUE,18-34,50-75K,White,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
4123,Complete,1,White,Female,18-34,0.8927761259005611,TRUE,18-34,0-25K,White,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
10124,Complete,1,Hispanic,Female,35-54,1.2584512353085253,TRUE,35-54,0-25K,Hispanic,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
10726,Complete,0,Not white or Hispanic,Female,35-54,0.8274267514067651,FALSE,35-54,35-50K,Not white or Hispanic,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
10114,Complete,0,White,Male,55+,1.0871799354724117,FALSE,55+,50-75K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
10119,Complete,0,White,Female,55+,0.6788089874061404,FALSE,55+,50-75K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
6692,Complete,0,White,Male,55+,1.2022230711635153,FALSE,55+,25-35K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
7968,Complete,0,White,Female,55+,0.6788089874061404,FALSE,55+,0-25K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
6209,Complete,0,White,Female,18-34,0.8927761259005611,FALSE,18-34,50-75K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
6429,Complete,0,White,Female,18-34,0.8073445887280496,FALSE,18-34,0-25K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
7221,Complete,0,White,Female,35-54,0.9430545676382112,FALSE,35-54,35-50K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
10034,Complete,0,White,Female,55+,0.7506391526791708,FALSE,55+,50-75K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
10210,Complete,0,White,Female,55+,0.6788089874061404,FALSE,55+,25-35K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
8278,Complete,0,White,Female,55+,0.6788089874061404,FALSE,55+,0-25K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
8808,Complete,0,White,Male,55+,0.9296338686407607,FALSE,55+,35-50K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
6521,Complete,0,White,Female,18-34,0.8927761259005611,FALSE,18-34,75-100K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
7269,Complete,0,Hispanic,Female,35-54,1.62745695919431,FALSE,35-54,35-50K,Hispanic,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
8283,Complete,0,White,Male,55+,1.2022230711635153,FALSE,55+,100-150K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
6874,Complete,0,Hispanic,Female,35-54,1.2584512353085253,FALSE,35-54,100-150K,Hispanic,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
8812,Complete,0,White,Male,35-54,1.1679319722715782,FALSE,35-54,0-25K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
10396,Complete,0,White,Female,35-54,0.8528117855861924,FALSE,35-54,0-25K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
10133,Complete,0,Not white or Hispanic,Female,35-54,0.639817975862574,FALSE,35-54,35-50K,Not white or Hispanic,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8903,Complete,0,White,Male,35-54,1.1679319722715782,FALSE,35-54,75-100K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
4896,Complete,0,White,Female,18-34,0.8927761259005611,FALSE,18-34,100-150K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
10049,Complete,0,White,Female,35-54,0.7292286157879019,FALSE,35-54,50-75K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
2297,Complete,0,Not white or Hispanic,Female,18-34,0.7833129438495144,FALSE,18-34,25-35K,Not white or Hispanic,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
9877,Complete,0,White,Female,55+,0.6788089874061404,FALSE,55+,35-50K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
4195,Partial,0,White,Female,18-34,0.8073445887280496,FALSE,18-34,NA,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11110,Complete,0,White,Male,55+,0.9296338686407607,FALSE,55+,35-50K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
5120,Complete,0,White,Female,55+,0.6788089874061404,FALSE,55+,0-25K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
6352,Complete,0,White,Male,35-54,1.1679319722715782,FALSE,35-54,35-50K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
7938,Partial,0,Hispanic,Male,35-54,2.6065337741652144,FALSE,35-54,NA,Hispanic,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10854,Complete,0,White,Male,35-54,1.1679319722715782,FALSE,35-54,35-50K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
4992,Complete,0,White,Female,35-54,0.9430545676382112,FALSE,35-54,50-75K,White,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked
